"estdepartureairport","estarrivalairport","flights"
KCKB,KIDI,1
CSG3,CSG3,4
YMEN,YBCG,1
KTEB,"68MI",1
KRFD,KSCK,5
EGJJ,EGJJ,18
GA53,KPDK,11
EKCH,EKGR,12
LIEO,LIRF,3
KFLL,"25GA",20
LBWN,EDDF,4
LLBG,LGAV,17
KADW,KTYS,2
EDDT,EGPH,5
LIPX,EDKB,2
KSFO,"35OR",12
LECU,LEMT,3
WA63,OG05,1
KEVV,KDFW,4
LFBO,LFAS,1
LGRP,UUDD,9
LOWS,EDDH,8
KFCM,KRBD,1
LL59,LFPO,4
EDJA,LPFR,3
KSAF,TX92,1
KMCO,FD81,1
KNSE,"56FL",1
LEMD,EVRA,4
KPHL,"60CO",23
LIEO,EDDS,8
"25GA",KVPS,1
KATL,KXNA,33
KSKA,KABQ,1
VOMM,OBBI,10
TBPB,TVSM,10
KPUB,"07CO",1
KWRI,KTTN,1
ESSA,OTHH,14
OMAD,EDDB,1
WI81,KTKV,1
LL59,LROP,8
RKSI,KSFO,21
KSAN,KVGT,2
EBLG,LKTB,1
SBGR,CYYZ,8
LCPH,EGSS,5
KERI,"5OI3",1
KEWR,BIKF,2
KDTW,KLKP,2
FD83,KMDW,1
KMCO,"2WV5",1
KIAD,KPTD,2
OH63,KCMH,1
EDDM,EGPF,4
KXNA,KHHR,2
UUWW,LCPH,3
KDEN,KHSV,4
PANC,KDWH,1
KADS,TE45,1
UUMO,ULLI,8
KMSP,OA16,13
KNUQ,KVNY,5
ESSA,LTFJ,12
VIDP,OM11,7
PAUO,AK24,1
KFLL,KMCI,7
KABQ,KSEZ,1
SBGR,LIRF,8
LGKO,LKVO,6
KDFW,"2TX5",3
LOWW,ESSA,27
"3VA5",KMTN,1
KVCB,KVCB,21
KIKK,IS08,1
FA46,KGIF,1
KSAT,KSLC,9
CYYZ,KBUF,7
KSTL,KSGF,1
KDAB,KDED,1
KSMF,K06C,2
SBSP,SBCF,1
KU42,"0GE0",7
EBMB,LIRA,1
ETAR,EDDS,2
LFBG,LFBN,5
KMIC,KBJC,1
KPMP,NC13,1
K9X1,K06C,2
KSFB,KTPA,1
LEZG,LFER,1
EDNX,EDNX,10
VAPO,OMDB,7
"6FL4",KLAL,1
KRYY,K49A,2
LMML,LEMG,2
KAEG,KAPA,1
UKBB,EGSS,5
"0NY1","8NY5",1
"53TX",KRYN,1
KMKE,KTEB,4
LFDY,LFDI,1
LIRA,LFPG,1
KJWN,KSDF,1
EYKS,EYRU,2
YSRI,YSSY,1
KOCF,FL16,1
KF70,KRIV,3
KABQ,KSNA,2
"5NJ2",KSMQ,2
CYYZ,CYOW,6
KBOS,KLEB,13
KDAL,CYYZ,2
LIRA,LDPM,2
KCRQ,"2CN8",4
LGRP,LYBT,1
KAUS,"0TS4",2
CA42,KF70,2
KMAI,"49FD",1
KMKC,KIAD,1
ESSA,KEWR,5
KPHL,VT48,2
KUGN,KJVL,4
LIMP,EGNM,1
KDCA,KFLL,14
KBUR,KIND,5
NZOI,NZOI,3
EDDV,LSZM,2
KISP,KHPN,7
KIND,KGRR,5
EDRK,EDFY,1
DAAG,LFNR,3
KIAH,"1WI6",4
KGRR,KMKG,1
EGSS,LEZG,5
"6TA0",KSJT,1
UUWW,LGRP,6
KCCR,KSAN,1
YMML,NZPP,1
KPNS,FA26,1
YSLT,YBNS,1
IL39,"2LL5",1
KSPI,K1H2,4
KDTS,KPNS,1
"40OI","7OI7",1
K2W6,KHEF,1
CYNJ,CYNJ,2
FL47,FD04,1
EGNL,EGPF,1
LTBA,OBBI,4
KACK,"21NH",3
"02NE",KOMA,4
K9X1,KRAC,1
KAFW,"2TA9",1
KDFW,K21F,1
LFLU,LFLB,1
LEPA,EDDR,6
EDHF,EDWG,1
"15PA","7PA5",1
KSAV,KDTW,3
CYYZ,KBKL,12
LIPX,LICZ,16
UUDD,LEAL,10
KORL,KLAS,13
PANC,KPHL,1
NK43,KDCA,2
KSJC,KHAF,3
YSLT,YMPC,1
KAUS,KEDC,6
GA86,"8GA9",2
KHNZ,KJNX,1
"4XS6",XS89,2
KCGS,KDCA,3
LMML,EGLL,12
EDFM,EBCI,1
KLAS,CO12,19
KSEE,KOKB,1
UKKK,EPKK,2
KHIO,WT44,2
KLWC,KMWC,1
EGGD,LFBJ,1
KCVG,KSUS,1
K39N,KMPO,1
K8A0,KDCU,2
LIEO,LIPE,4
"6TS8",K27R,1
TTPP,TGPY,2
KTEX,CO12,5
KSNA,KVGT,4
CYOW,KBOS,9
"07TS",KLZU,1
EDBM,EDOV,3
ELLX,KJFK,2
KAPA,KISM,1
"75NE",KOFF,1
KADS,KTYS,1
KFXE,KCLW,3
K2W6,MD01,1
KSFO,LL22,1
LIBD,EPWA,3
UMMS,LFPG,1
KBJC,KSDL,1
KRNO,KSNS,3
KLBE,PN66,1
FD83,"40FL",2
CYSN,CYFD,1
EGNX,LFEB,2
KTEB,VA10,1
KRVS,"98OK",2
EPWA,LJLJ,4
KCDW,KLEB,1
KGDJ,KNFW,1
KONT,KLGB,2
KS21,"35OR",1
KIND,KMWC,2
KLVN,"9MN6",1
KMCC,KSNA,1
KJWN,KPDK,2
KORD,K1G5,1
CYHM,CGB3,1
KBUR,KLVK,3
KCRG,"1FD4",1
TS07,CYUL,1
EGLM,EGTC,1
EGNE,EGNY,1
CYUL,CHG2,3
EDWJ,EDLD,1
KDVT,"10AZ",2
KCMA,KSAN,3
KLAS,KLSV,6
CYWG,CYUL,2
KHIO,"29OR",3
SBGR,KBOS,5
PA73,VA71,1
CPB9,CYTZ,1
KMMU,KSMQ,4
EGNS,EGKR,1
EDDF,LPAR,2
KAPC,"49CL",1
NH76,"31MA",1
LTFE,EHBK,1
KPNE,KPVC,1
ULLI,LCRA,1
KSTP,KMKC,2
KHMT,KPSP,2
MD09,LL51,1
LOGF,LOGK,2
KSLK,KHPN,1
KSQL,KIZA,1
EGSS,LFME,2
KCRQ,KBFI,4
MA89,KEWR,1
"3MD4",KGAI,1
KFWS,KADS,1
"1XS2",KEDC,2
FA35,FD83,1
KOJC,SN42,2
KAJR,SC75,1
KOPF,KPIE,1
K44C,MU24,1
UUWW,LFKF,1
FL99,KMSN,1
EDOJ,EDOJ,1
EFHK,LFPO,3
LIMJ,UUWW,5
KCLE,KMIA,3
EDSN,EDNH,1
KSTL,"32IS",1
"0OH9",KPWK,1
LFLB,LFLE,4
EHAM,"8FA4",1
KPVC,KPVC,2
LDPL,LSGC,1
LZIB,EGCC,3
KMIA,KTEB,2
CYYC,"60CO",2
KLXL,KANE,1
NH60,KIAD,1
EHBK,LIBD,2
EDDK,LEMH,2
KCLT,KEKM,1
KSEA,KMIA,1
KDCA,KPDX,6
KTTA,KBUY,1
EPNT,EPNT,24
EBCI,LZIB,4
KSAT,"5XS4",1
KLZU,KARR,1
KFWA,KBNA,1
EDMQ,LOGK,1
EGBJ,EGBT,2
EDDT,ESMU,1
"4LL8",KC29,1
KPAO,KCRQ,1
LJMB,LJMB,3
KDVT,KNYL,1
KMQJ,"8KY6",1
KTKI,KDAL,1
KI69,KCGE,1
KSFO,"3KY4",1
KTPA,"6FD6",1
KBFI,KMMU,1
"28II",KXNA,2
KPHL,DE09,2
KIJX,IL56,1
CO14,"97CO",1
EDDB,LFPO,1
KGKY,"45TX",1
KFZY,KFZY,1
K52F,K37K,2
KNUQ,KO69,1
KMCO,"7NC9",3
KSGF,KROC,1
ENVA,LEAL,1
AZ64,KSDL,3
LFBE,EGGW,1
KHPN,"93OH",2
KADS,KEYQ,1
ESGG,EGBB,1
EDDN,LEMG,1
KFRG,JY39,1
KIND,"10IN",1
WS72,KGRB,1
KAPA,K54J,1
"2OA2",FA18,1
EBAW,EBCI,1
LGIO,ESGG,1
"27CL",KSFO,1
EHGG,GCTS,1
"47FD","26GA",1
EGKK,TLPL,4
CA16,KIWA,1
GCLP,EPWA,2
LEGE,LMML,1
KFLD,WI52,1
EHLW,EHLW,1
KATL,"1GE9",3
ETHM,EDFY,1
KTYQ,"73MU",1
EBNM,EBTX,1
LIRA,EPPO,2
KRAL,KOKB,2
LBWV,EDDH,2
FL36,KSRQ,1
CYOW,CHD4,1
"85FA","0FD0",1
LKVO,LFPG,4
LEAL,EINN,2
KHWD,KE45,1
ESSA,LIRV,1
KIND,KSUS,6
KEFT,LL78,1
ESOE,EFHK,1
EKCH,LICZ,3
KLDJ,KMMK,1
RI20,KLWM,1
KRIV,KNSI,1
"4II2",KLAS,1
KMCO,"1AL4",1
KBOS,NY72,2
"51IS",KSUS,2
KGEG,KDFW,2
EBMB,EDDH,2
"00AK",PASX,1
PS53,"77PA",1
KPTK,KADS,1
"21FA",KSFB,4
EDWF,EDWC,1
EGKL,EGKL,1
"2CA4",KNZY,1
KRDU,SC33,1
K28J,"83FL",1
EDKB,EDKV,1
KLUK,SC86,1
KGEZ,IN60,1
KTUS,KHSV,1
"8AN6",KSEA,1
EGSC,ELLX,1
LFPG,EGJJ,1
KPMP,"31FA",1
EDXJ,ETNT,1
NY72,KPYM,1
KHQZ,"3TX6",1
TX67,TN97,1
LFLR,LFLP,1
EBBR,UUWW,1
UKBB,LIAR,1
ULLI,LIEO,2
KSTE,KFCM,1
EDTH,EDTX,2
"3OR8",KHIO,2
KIWA,KRFD,1
KMZJ,KVGT,1
"13CL",KTIW,1
KRDU,KW03,1
LSPN,LSPL,1
LTBA,LTFE,2
LIME,EKVB,1
NK72,KJYO,1
NK05,KGVQ,1
FD48,KNRB,1
WI71,K10C,1
"8MO3","7KS6",1
KC29,KJOT,1
K3A4,"5NC3",1
EDFV,EDTF,1
CHD4,KIAG,1
KMMU,KROC,2
EDRG,EDST,1
KLOM,NC99,1
LFLI,LFLY,1
NC27,KHAO,1
KDFW,TS47,1
KC29,"2IL0",1
EDNE,EDSA,1
KSDF,KLGB,1
"22MD",KIAD,1
LEMD,LFRS,1
YBWW,YBWW,1
KMDW,WI28,1
EDXO,EDAZ,1
KAPC,"3CL2",3
KSJC,CD14,3
"5NK5",K0G7,1
OA16,EDCT,2
KTEB,KXNA,1
LSME,LSZC,1
KTEB,NH76,1
KAXH,KAUS,2
KEYE,KGGP,2
KSVN,"7FL4",1
KCQX,K1B9,1
EDDV,LSGG,1
KCGF,KUYF,1
KLGB,KRHV,1
LFRS,LSZM,3
KCXY,KPDK,1
KEHR,KSTL,1
SBGR,KFLL,1
KBNA,KPIE,2
"23TA",KADS,1
LFPO,ENBR,1
"16PA","16PA",1
KJWN,KBKL,1
IS08,K1H8,1
WA67,OR28,1
KROC,KHPN,1
LFBD,LSGP,1
KPMP,KSFO,1
KLAS,RI20,1
WMKK,LSZH,1
KBUR,LL78,1
ETAR,EDRX,1
KFHR,KAWO,1
CA59,KSEA,1
LFML,LFML,8
PAMR,KBLI,1
KTTA,KJYO,1
LSZH,EGNS,1
KTYS,"81GA",1
YHEC,YBMC,1
LGKN,LOWW,1
KROA,KHWO,1
EDLK,EDLK,1
"0VA1",VA10,1
"3TA4",XS86,1
EHBK,EDDL,1
LIRA,LICT,1
K21D,KFCM,2
TX15,TA51,1
EDMJ,EDFM,1
RI20,KSWF,1
KAFW,KHRU,1
KEWB,CYYZ,1
KBVY,K3B0,1
KMCI,KCVG,1
KHXD,KIAD,2
KAIG,"1WI6",1
KOWD,MA30,1
KIND,KAFW,1
LEBL,LGMK,2
LFMY,LFML,1
ETAR,KADW,2
KMGW,"4NK1",1
KORD,"40FL",2
"10AZ",KPHX,2
"03NY",KDXR,1
K79J,"85FL",1
LSZU,LSZE,1
"45MO","45MO",1
EDLN,EDSB,1
KSPI,MA52,1
GCLP,LETO,1
K7K4,"34IL",1
KISM,K1T7,1
LSGC,LFGA,1
II12,KHFY,1
KHWO,KPDK,2
KOAK,KJYO,1
KNZY,CA84,1
KMYF,CL33,1
"38OI",KRFD,1
EDDG,EDWG,1
TX09,KT20,1
"13AZ",KSDL,1
KSAT,K7T7,2
"4II2",KIAD,1
YCBG,YMUR,1
VHHH,LOWW,2
KBNA,IN87,1
PANC,"9AK3",1
K3O9,KPUB,1
FL59,"4GA0",1
VTBS,FAOR,3
EDHO,EDHS,1
CD14,KMCI,1
KSTP,MY15,1
KERV,"0XS2",1
YLTV,YSBK,1
LFRM,LFDL,1
KMKC,"2KS9",2
CYNJ,CYCD,1
"4GA9","6GA0",2
KMCF,KHFD,1
KDTO,KSJT,1
KSTL,"99IA",1
KMCW,KEAG,1
LSGR,LSPL,1
LFPB,EGDX,1
LTFJ,LTAD,3
"10FA","4FL2",1
KMPO,PN69,1
KMCI,"60MI",2
SBMT,SEAS,1
KMMU,VA16,1
KRYY,GA95,1
YBCG,YPPH,3
KAPC,KHOU,2
EDBW,EDAP,1
K7L8,K4I7,1
KSTJ,SN47,1
"8FD2",KCLT,2
KBUR,KMCC,1
FL33,FL33,1
EDAZ,EDLW,1
EYVP,LFPC,1
LSMD,EDVE,1
LSZH,LIPB,1
KSAF,KLAM,1
KBDN,OG15,3
KEWR,KMCF,1
"02XS",KDAL,1
FL58,KGIF,1
CZBB,CBQ2,1
OR41,KONP,1
PANC,KCOS,1
"42NC",NC47,1
"2IN2","0GE0",1
LIRF,ENUL,1
LOWG,LOLH,1
"80XS",KADS,1
"09FL","03FA",1
EGOV,EGYD,1
FA71,"17FL",1
"88PA",KSEA,1
SC58,KIND,1
KMGE,KGRB,1
OR90,"8OR6",1
KBNA,FD27,1
FL59,"8KY6",1
"73KY",PANC,1
EGSC,EGBJ,1
KOAK,KLDJ,1
EDQB,EDQE,1
KTEB,PS06,1
LIBD,LIPM,3
"2FA2",FA30,1
EBAW,LFLI,1
TX61,"7TS2",1
KE16,KLGB,1
EDVM,EHST,1
KLAL,FD86,1
KHWO,"6FD7",1
OL03,OR38,1
KFXE,KPHL,2
"24MO",KLWC,1
SADM,SAEZ,1
"0GA2",SC34,1
KAFW,KAKH,1
VIDP,LTAC,1
PA69,"5NC3",1
KO61,CL36,1
VHHH,OE53,1
KHEF,"3VA3",1
KJVL,II31,1
"8OR5",KONP,1
KSDF,"78II",1
EHRD,GCLB,1
K50R,K84R,1
LFPB,LIQL,2
EGKR,LFAT,1
EDDH,EDFB,1
UUWW,LTAB,1
KE30,TX40,1
KMVY,KOQU,1
KLNC,TX45,1
XS88,KAEG,1
KNFJ,KNGS,1
KSQL,KHND,1
K23R,"1XA0",1
KOQN,"34PN",1
KHPN,KASH,1
KEFW,CYYC,1
LOWW,LFPO,1
"31MA",KASH,1
LFAM,LFPX,1
EDLH,EDLI,1
"01FL",II85,1
KJVL,"72IS",1
KLOU,KSUS,1
KLHM,KHAF,1
"9CL2",KOKB,1
KCLT,KLHM,1
KLVK,KO22,1
MRCZ,KOPF,1
"03NY",KLGA,3
CO49,KCOS,1
K0G7,KITH,1
KAPA,"5MN0",1
EGPF,LIMJ,1
EGBB,EPGD,2
KHEF,KCDW,1
GCLP,LKVO,2
"5MD8",KCGS,2
EGGP,EIRT,1
KACY,KADW,1
KI54,KGEO,1
SLVR,KPHL,1
KUUU,KDCA,1
EDLD,EDRI,1
KMO6,K1H0,2
KAFW,UT13,1
"98CL",KRHV,1
KLUK,KDPA,1
"27CL",CO12,1
CBM2,CTN7,1
EKBI,LKSN,1
EDMG,EDST,1
KAUN,KWVI,1
KOSH,KSUE,1
EGJJ,LFRF,1
"57OI","1OA4",1
YDVE,YPPH,1
LDSP,EKCH,1
"7CO0",K11V,1
IL56,"51IL",1
FASI,FAFW,1
KDAL,KCRG,1
KMGW,KFTY,1
LICC,EDDF,1
OR87,KVGT,1
OI45,KCMH,1
LFST,LOWW,1
YMML,UUDD,1
KMFR,KMFR,1
LOWI,EGSS,1
EDNY,LJSK,1
KOPF,KSGJ,1
"5TX0","5TX0",2
CPR5,CYOO,1
SBGL,CYYZ,1
IN03,KUMP,1
ESOW,ESNY,1
KTYS,TN79,1
KTOP,"20MO",1
K20A,AL34,1
VA87,"3VA3",1
"44MO","8MO3",1
CYYC,CCI9,1
EDMO,EDDS,1
"1OK9",KTKI,1
KJNX,KEZF,1
KHWV,NY67,1
EDDM,LIDG,1
KLVK,CA66,1
"4FL2","23FL",1
KMRB,KNEL,1
KBED,KSDL,1
FL99,KOCF,1
"4II2","6IN5",1
FL57,KPIE,1
UUMU,XLLN,1
UT13,KU42,1
KT67,"5TX0",1
MMTJ,MMES,1
FD29,FD86,1
KN57,NJ64,1
KNUQ,KLAX,3
KMSN,"81GA",1
"90NY","6NK8",1
K76F,KHQZ,2
"2MY4",MN79,1
EKBI,LPFR,1
SADO,SA04,1
RJOT,RJTK,4
YMEN,YLEG,1
K17N,KVAY,1
KORL,KPDX,3
KATL,KISP,4
EGCC,LFML,2
LHBP,LKKL,2
LGIR,LKBU,1
EHEH,LMML,2
KRBD,KDTO,1
KVAY,KHYA,1
"29OR","29OR",1
KFRG,KJYO,1
KPSP,KREI,2
K84R,KAUS,1
K3CK,WN28,1
"71MI","62IA",1
KLUK,PS23,1
FA18,FA18,4
KEWR,KTTN,2
K61C,K87Y,1
LFMI,LFMI,1
KHWO,KAVO,1
KJFK,OERK,2
OH71,KSGR,1
KRFD,LL78,1
KADS,"9CO2",1
EBMB,UUEE,1
KORD,KLUK,4
KIAD,"5OH9",1
KJYO,"78NC",1
LSGG,EGKR,4
KHSV,"0WI5",1
KSYR,KHPN,5
KMKE,"5TX6",1
KAPA,KOAK,6
XS30,KSAT,1
"09CL",KHAF,1
KATL,KWBW,1
YPAD,YGAW,1
KAEG,KE98,1
KTHV,"5PN5",1
KORD,"06VA",2
SAEZ,KHWO,1
KTPF,KCLW,2
LIEE,LLHZ,1
AZ28,KCHD,1
KBUU,KBUU,2
"09PA",K06C,3
"90KS",SN59,2
KSAT,KSJC,2
LFSX,LFFJ,1
KCAE,KTEB,3
KPHX,KP19,1
KSJC,KROG,3
EPPO,LKHK,1
KTEB,"3OH5",1
"8TN6","41TN",1
IN60,KCMI,1
"3MD4",KPYM,1
LIMC,LTFE,1
KZER,NJ20,1
"1PN1",K29D,1
KLMO,"6CO4",1
KCCR,KGOO,2
EGGW,EBCI,1
LFRD,EGLF,1
ESMS,EKBI,1
EDMA,EPKN,1
"9NC9",KPIE,1
KBWI,OH68,1
EDMY,LFKF,1
"0GE0",KPLR,1
KCAE,KMGE,1
"1AZ0",KA39,1
"12SC",KSGJ,1
LOWL,LOWW,2
EDTM,EDDH,1
KNIP,FD77,1
KBLI,WN61,1
UUDL,UWKD,1
"35IN",KEYE,1
KDCA,FL52,1
"59PN",PA31,1
KTEB,KSFZ,1
KC47,KC47,1
KDPA,KDKB,1
KSDF,KLCK,3
EGNX,LGKO,3
"57XS",KBAZ,1
LTBA,LTAD,1
JY43,NK17,1
CHD4,CYKF,1
KPIE,"6FL4",1
"9GA0",SC75,1
KLOM,NJ59,1
LIMF,LFMY,1
KMKC,"86KS",1
MA52,KCDW,1
"84TX",TE95,1
SBMT,SBKP,1
KPAE,"60CO",2
"2CL9",KSAC,1
"1MO4","0MO1",1
"20CL",KO69,1
KX39,"25FL",1
KMCI,CD09,1
GA53,K9A1,7
EKBI,EKFS,2
KMCC,KPVF,1
EGSO,EGSX,1
EKCH,EKOD,2
"8WI3",KC77,1
KADS,"53TS",2
KSUS,IL35,2
EDGA,EDGB,1
KORD,"60IN",2
KMMU,"7AL2",1
KSDF,KXNA,1
KLMO,"19OH",1
KGPH,KTEB,1
KRDG,"56PA",1
KBFI,KVGT,1
KMDT,"76CO",1
"57AL",KGZH,1
PAMR,"44AK",1
"5OI8","5OI8",1
"76FD",KATL,1
"01TX",K68F,1
UUDD,UWGG,2
KTTN,KHPN,4
WMKK,OEDF,1
EGKK,LERS,1
KPHL,EGPJ,2
"95CO",KAPA,1
EBMB,ULLP,1
CD39,KEIK,1
LILC,LILG,1
KTEB,LIPZ,1
"12WA",CO12,1
"72GA",KSVN,3
KBJC,KDEN,1
"4TE0",KDTO,1
KIND,KPDK,1
KSMQ,KBID,1
TA60,KJWY,1
KLNS,"2NJ6",1
KMSP,KSUS,1
LFBD,EBBR,2
KOMA,KCPS,1
KSAV,"60CO",1
EDFE,EDTH,1
KSNA,KSEZ,1
"5AK6",PAMR,4
KDTO,KBVO,1
"00WA",KMYF,1
EDLN,EDTH,1
KMGE,KRMG,1
KFLL,KBVY,1
OH74,OH92,1
"2IL4",KSUS,1
"4CL3",KWLW,1
ESSA,ESSD,1
EGLL,LIRP,1
EDSB,LE85,1
KSNS,KSJC,2
LFML,LROP,1
CYKF,CYTZ,1
LIPE,LSGG,1
KORD,KLOT,1
KPHL,LGIR,1
"3TN4",KECP,1
YAMB,YSSY,1
KDYS,KW32,1
KPOC,"9CL2",1
KLAS,"1II8",1
KBWI,MD09,1
EBMB,EGNT,1
KEGI,KPLR,1
EGJB,EGHI,1
"52IN","20TE",1
WN80,KSPB,2
KOZA,TX23,1
LEAL,EBOS,1
KBUR,KCMH,1
K0L7,KVNY,1
"5MI4","60MI",1
WA22,WA22,1
KRBD,KTEB,1
LIMC,LTBA,1
KRNT,WA42,2
"30PA",KDMW,1
KSUS,PA08,1
KOWD,CT31,1
EKFS,EKBI,1
"6NY2",CYKZ,1
GE99,GE99,1
CYOO,KORD,1
KOWB,KIAD,1
TS02,K4T2,1
KRDU,NC66,1
KTAZ,KSPI,1
KFKR,KMCX,1
EGKB,LEPA,1
KFYV,KRVS,1
EPBD,EPTO,1
KPVD,MD43,2
KPAE,KSZT,1
"94IL","94IL",1
KL65,KRIV,1
KENW,KCMY,1
KSPI,K2H0,1
EDRI,EDTC,1
KMSP,"2MY4",1
EGTR,EGKB,1
UKBB,LIPE,1
KSNA,KUAO,1
OH17,"0OH9",1
KCUB,K5A9,1
KLWC,KMKO,1
KHHR,KRAL,1
KHPN,KJYO,1
KE63,"5AZ7",1
KTTN,FD83,1
EDKZ,EDLM,1
KHFY,IL57,1
LOWG,EDFE,1
GA36,KMGE,1
KHWD,"3CA9",1
GA53,GA94,1
"0GA0",KATL,1
KGYY,"4WN2",1
"66KY",KBAK,1
"5IN5",KRBD,1
KSNA,"0CA3",1
"5CT7",KMMK,1
KIAD,"20GA",2
EGSC,EGSQ,1
KL35,KOKB,1
OLBA,EDDV,1
KCWI,"45II",1
NC10,"4NC3",1
LEBL,"4GA6",2
KCAV,KEGQ,1
EDDW,LFPG,1
OH35,KCMH,1
LTFJ,LKLT,1
KGPM,"3TX9",1
KW32,K2W5,1
"47AK",PANC,1
OMDW,LHTM,1
KBWI,"9PA0",1
LFMV,EGHI,1
EDDF,EDAM,2
KCLT,CT39,1
KONT,CT09,1
KMCC,CA16,1
KMCX,KBEH,1
LEPA,ESMS,3
RKSI,LGAV,1
NC14,KBKL,1
LIMC,GABS,1
"3MD8",KGAI,1
KIGQ,KC81,1
KPHX,KNZY,1
"78MI",KSEA,1
EDRY,LFBD,1
OH95,OA05,1
KDEN,"9OA4",1
KZ98,"8MI4",1
EDWF,EDWG,1
EDAQ,"6FD6",1
CYYZ,SEHI,1
KHWO,"47FD",1
KAGC,KERI,1
KSQL,CL04,1
KPNS,"23DE",1
ESKN,ESKN,5
IL56,K3CK,1
ETNN,EDVA,1
EDDT,LEMH,1
NJ46,KPHL,1
KPWK,KC16,1
CYXE,KIAD,1
KEFD,TX31,1
EKOD,LIPE,1
EGCW,EGCV,1
KPIT,KHYA,1
K8G1,"1OH3",1
GABS,VTBS,1
YMEN,YHBA,1
KCOF,"3FD6",1
AL72,KORD,1
YSWG,YBLT,1
TE10,"18TE",1
KTUL,KRVS,1
KLNK,KSEA,1
KMMV,TX03,1
KDXR,KFOK,1
KCJR,"78VA",1
VA57,K2W6,1
"6OK1","6OK1",2
KIND,IG02,1
EHAM,KATL,1
KBOI,KPRC,1
KBLI,"96WA",1
LFLS,LSGG,1
KMAN,KSEZ,1
KHWO,CGL2,1
EDMD,EDDM,1
KBED,"90NY",1
"0CA6",KMYF,1
KHFY,KUWL,1
KFME,KXLL,1
SLVR,SBGR,1
EVRA,EVFA,1
KMER,KO27,1
LSPV,LSZC,1
KOWD,"6PA0",1
KLVN,KPWK,1
KORD,WS16,1
KVBT,MO49,1
CYSN,PN40,1
LEMG,LHTM,1
"11PN",K29D,1
KISO,NC47,1
XS89,"5TX9",1
MY35,KTEB,1
KBKF,CO14,1
RI20,KCDW,1
LFBO,LDSP,1
EBNM,EDDN,1
KJFK,KPDK,1
"8MO3","31MO",1
KDFW,KNUN,2
KCFE,MN87,1
K0G7,K5B2,1
UAAA,EDCT,4
TX03,TX82,1
KIAH,K55K,3
KCMH,KHWO,7
EYVP,LIME,3
KFRG,"08OH",1
KDLL,"9WI4",1
RCMQ,RCFG,3
LFSJ,EDFZ,1
LSZH,"25GA",2
FL36,K55J,2
KLWM,KBOS,12
KF32,"07TS",1
KSFB,KX04,8
KCAE,K06C,1
KGAI,WV65,1
CYOO,CYKF,2
KFLL,"7NC9",1
MN87,KCFE,1
KCAE,"4GA6",3
ULLI,EYSI,1
KSNA,KAPC,11
EGPK,LIRA,2
FAWK,FACT,1
IL59,KLOT,3
K47A,"30GA",2
"35MN",SN59,1
KNUQ,KLGB,1
SBGR,SDNI,3
KIWA,KSBA,1
"7PS7",KTEB,3
KTUL,"2CO3",1
KLXT,MO94,1
EGAA,LMML,2
KHIO,KPAE,2
WMKK,UUWW,1
EDDM,KEWR,11
WA26,KYKM,3
VA81,"3VA0",1
LIRF,LFPV,8
EGSS,KIAD,3
KBNA,"3TN4",1
KATL,"6GA1",3
KRNT,CYBW,1
"9OI3",KLHQ,2
KPVC,CYUL,1
"67OR",KPDX,3
EDEW,EDEW,3
KHND,KSBA,3
"00KS","28KS",1
KHMT,"86CL",3
KBFI,KSDF,10
KSAN,"60CL",21
KF70,KCHD,1
LIME,LGNX,2
LOWS,EDJA,1
RJTK,RJOF,1
KLVK,CN29,3
EFHK,EBBR,8
EIDW,GCTS,3
ETAR,EETN,1
EGCC,EGHQ,2
KBLI,KVUO,1
ENRO,ESSB,1
KABE,"2PA6",1
UNEE,VTBS,1
KMCC,KLSN,1
KSDF,KSGS,2
KPSP,CAM3,1
KNOW,"4WA9",1
EYVI,EFHK,3
KIXD,"90KS",1
EGSS,LEMH,1
KLAS,KONT,6
KHWD,KCMA,1
KAFW,K76F,1
KOZA,KCOM,1
LOWW,LFRS,1
VAJJ,OKBK,1
LGSM,LIMN,1
"75TE",KFTW,1
KATL,OI45,1
KHOU,KLVJ,2
KTEB,KTYS,5
KORL,KALB,1
NM67,KAPA,1
KLAX,"53CL",1
KMJX,KMMU,2
EHTE,EHLE,2
YWIO,YHBK,1
KONT,KSFF,1
KSTL,KBKL,9
KJFK,"02ME",2
KBOS,PA53,1
UUDD,LFPG,2
KRST,KAPC,1
KFOE,"7KS2",2
EETN,EDDT,4
KPTK,MI29,2
YMML,LIAR,1
KFDK,PA72,1
LL59,VABB,1
KW32,NC27,1
MI31,"35MI",1
"08ID",ID00,1
K4B8,KHPN,1
KI68,"77OH",1
KTPA,KRFD,2
"98GA",KWDR,1
LSZM,LEMG,3
"1XS1",SC97,2
EFTP,EFTP,2
KSGF,KUBX,1
ETAR,EGUN,1
KPAE,WN80,1
KMDW,KIGQ,1
UUWW,EKCH,1
EGTF,EGHJ,1
EIDW,LDPL,3
KGAI,KEWR,1
K47N,KBLM,2
EINN,KFRG,1
"17CO",KPUB,1
"30TA","1XA0",1
KSSF,KGYB,1
KM17,MU20,1
SBSP,SDEM,3
EDDK,OERY,1
ULLI,EETN,2
KBMI,KYIP,1
LDSR,EDDK,4
K6G0,"25GA",1
PAEN,PAEN,5
LHBP,LRBS,1
LHSM,EDVK,1
OBBI,ELLX,1
KLUK,KCLE,1
EDTS,EDSK,1
CYYZ,LFMY,1
KTPF,KGIF,1
GA73,KMAC,1
KAPC,KBUF,1
XA09,TS53,3
