"estdepartureairport","estarrivalairport","flights"
KRME,KROC,1
LRBS,LTFE,1
"3IL2","7MI2",1
EDJA,LEAP,6
EDPQ,EDPQ,2
"02ME",KSFM,1
LEMG,EGTK,1
YSBK,YGGO,1
"0TE7","2XA5",1
XS56,KEBG,1
KDFW,KOPF,1
LFRM,EGTU,1
NC61,TN80,1
KAGC,KMDT,1
MN32,KANE,1
KCYS,KOGD,1
"0TS2",TA33,1
LGKR,EGPH,1
KEYQ,"86TX",1
KMSP,KLUK,2
KMSP,"1ID4",1
KM21,K1G5,1
"32OR",KBDN,1
KCEU,KLUX,1
KPWK,KCHS,1
EPWA,LKMT,5
KJYO,KFRG,2
LSZR,LEIB,1
KPDK,"0GA3",1
KAZO,MI72,1
ENEG,ENNO,1
KGVT,KGTU,1
KBLV,KSPI,1
RI20,KIDI,1
KPIT,KJAX,2
EGGP,LSZH,1
KCAK,KJQF,1
KPIE,KHST,1
KMQJ,KIAD,1
KORL,"1FD4",1
CYKF,CYPQ,1
KOCF,K0A9,1
NK27,"75NY",1
EGGD,EPBY,2
SN88,SN59,1
"5TN9",KBNA,1
CYHU,CYPQ,3
KFRG,CT08,1
WA67,KSLE,2
"70OH","5PN5",1
KABE,KVAY,2
KX07,KPIE,2
KHOU,"02XS",1
KF10,OK49,1
KCLT,KW90,2
EGTR,EGWE,1
"55OI","56OH",2
KHYX,KY70,1
KJWN,KSNA,1
LFBO,LIAT,2
KBDN,"99OR",1
EGKB,EGMF,1
KBDR,KBDL,2
KCNO,KOXR,2
MA07,KACK,1
CNQ4,CYCK,1
KDVO,"49CL",1
SBBR,SIQE,1
VG01,KLHZ,1
URMM,UMMS,1
KCID,KSUS,1
NE40,KEWK,1
KN40,KANP,1
KMGM,"4AL9",1
KSDF,KCXY,2
CJB3,CJB3,1
KW32,KEQY,1
KDAL,KF53,1
NY74,NY74,1
ESSV,EGLF,1
KTEB,KFCI,2
KFLL,KCDW,1
KBUR,KBMG,1
TE97,TE21,1
KBFI,"75WA",1
KFOK,KSJC,1
KSTP,KCMA,1
KRDU,K44N,1
K76F,K7F3,1
KUMP,KFKR,1
KMSN,KIAD,1
EGBD,EGXT,1
LGSM,LGMT,1
ME36,KIZG,1
WT44,OR28,1
"03OK",KT67,1
K81B,KMMK,1
KHOU,KHRL,1
MMTO,KSDM,1
KLAS,KSFO,135
KDAL,KMDW,48
KOPF,VT48,1
KNTD,KNHK,2
YSSY,YPPH,104
KBWI,KORD,52
KAGS,KAGS,1
CYYZ,CYQB,43
NZNR,NZHS,4
K50I,KPWK,1
KCLT,"99PA",1
ESSA,ESNQ,14
KSGF,KDWH,9
"3NY5",KLEE,1
EGLL,OMDB,48
YSSY,YBCG,149
K49A,"0GE5",1
KORD,KCLE,32
KGPM,KGPM,228
EGAA,EGGW,27
EDAZ,EDAZ,10
KRND,KRND,283
KSFZ,KSFZ,33
KIWA,"4AZ0",8
EPMO,LGRP,2
LIPO,EDRN,1
KDEN,KLVJ,3
KMDW,KSDF,22
KATL,II43,7
K21D,KOEO,2
LPFR,LEMG,3
EPSJ,EPMM,1
KLAS,KMDW,61
KVGT,KSTS,1
KLAS,K1L3,6
KHEF,KLNS,1
LPPT,LIRF,45
KDCA,KBST,9
KBOS,KCVG,45
KAKR,K1G5,1
KSTL,KFLL,9
KDAL,KIND,3
EBMB,GMTA,3
KO88,KMCE,2
K0G7,K0G7,20
KLEX,KORD,53
KTPA,KBWI,59
KAPA,K00V,13
KNIP,KNIP,23
ELLX,LFMN,16
EGAC,EGNJ,1
YBCG,YPAD,13
KDTW,KIND,20
KDTW,KSAT,20
KBUY,KSOP,1
KBWI,KABE,2
LSZH,EGKB,4
EDTQ,EDTQ,3
ESSB,ESMS,43
RJBB,RJAA,53
KJAX,KEWR,21
KTRK,KTCY,1
KLAX,KRDU,16
LFPG,LFBP,26
KEWR,LPPT,22
KDAL,KSTL,46
KNSE,K1R8,11
KBTF,"11UT",4
LGRP,EDDL,16
KFME,TXKF,1
CYYZ,LIRF,25
EDDF,ELLX,34
YBUN,YPJT,23
KCLT,"7PS7",11
"01KS",KCYW,1
LE83,LECU,2
ENBO,ENGM,70
KNSE,"85FL",8
LIPK,LILV,1
LKPR,LPMA,5
EDDM,EPKK,21
LSZH,EGGD,3
KSKF,KCVB,3
EGLL,KCLT,21
"2CL9",CN13,1
"2CD6",KAPA,8
"0OH9",KTEB,2
LGSA,LYBE,1
KPIR,KSTC,1
LFPO,LEMD,89
"7TX7",KMPR,1
KSRQ,"4FL8",11
TN83,KMQY,5
KPVC,KBOS,53
FD08,FA37,1
KJFK,MGGT,9
KMQJ,KSTL,1
KPHL,PS06,6
KLAS,KPIT,11
KDEN,KMDW,62
KFTK,KGPH,1
EDDB,EPKK,5
KRDU,KDEN,36
KSNA,KDFW,51
KPTW,KTTN,1
KTTN,KBOS,7
"1PA5","32PN",13
KDTS,KPUB,1
KPHL,KMIA,56
ENGM,LTFJ,6
EGGW,LROP,25
KOMA,KDTW,22
MO65,KAKR,1
CYZR,CYZR,2
TE99,KGKY,5
KSLI,KVNY,1
EHAM,LIRA,2
EDCM,EDCM,10
KTRK,KSJC,5
"5AK0","5AK0",5
K3N6,KGAI,1
KHRJ,KHRJ,21
LFMD,EGTF,2
"7IS2","0MU8",1
KIND,II35,2
LIPZ,ELLX,7
LEMG,EDDK,13
"79FD",KGIF,1
KLBB,KHOB,1
KSFO,KSBP,15
KMCE,KHND,1
LFPG,EDDS,18
EDDK,EGSS,20
EHAM,MMMX,14
KAPC,"81CA",5
KDFW,CYUL,14
KPTK,KJXN,10
EGCC,EGAA,42
KRNH,KMIC,1
KFTW,KSAF,1
"14MI",KMSP,15
KHEF,KCTK,1
EPWA,EGLL,41
LIPZ,EDDK,14
KBDL,KATL,37
KGVL,KDAB,1
KIAD,KJFK,17
KB16,KB16,23
EGSS,EPBY,3
LHBP,LOWL,2
LFRB,LSZH,1
RK25,PANC,8
KHQM,WA04,1
KHUF,II25,1
LIPH,LMML,8
ZGSZ,OMDB,3
YBUN,YBUN,49
KDPA,CYHM,5
KSNA,KIZA,1
KMCC,KSBD,5
EHEH,LTBY,1
LYBE,LDRI,2
EDJA,LEMG,4
SADF,SADF,26
WA67,WA99,1
KCGC,KBKV,5
NC03,KATL,5
KHUF,KSET,2
OJAM,OJAI,1
KILN,KRIC,7
KGYY,KLAF,5
EGPD,EGKK,14
KC17,KORD,29
KCPS,KSGF,1
KPRC,KSDL,15
KSDL,AZ86,11
KJQF,"46SC",2
KROC,KOLE,3
EDDV,EDRS,1
LSPO,LSME,1
KNTD,KNSI,19
KY19,ND98,1
CYXE,CYWG,20
"94MO",KGMJ,1
KACY,PA49,1
LEMD,EDDB,31
ESSB,ESDF,17
KSDF,"0OH9",5
EIDW,KTEB,3
KSYR,KFZY,2
KEWR,"49OH",27
KMQY,"3TN4",1
KBWI,TJSJ,14
KTKX,KPAH,1
KLNS,KPNE,11
KBTV,"3NK5",4
LGRP,EGNT,7
OMAD,OMRK,1
KADS,XS01,1
K3N6,KN12,8
KCOS,KFTG,3
KHFD,CT36,4
II35,K2R2,1
LFOQ,LFLN,1
KATL,LTFM,9
KORF,KMSP,8
KGSP,KDEN,7
NY72,KLEB,1
NZAA,NZNV,5
K3G4,K3G4,38
KSLC,"1ID4",4
KMCN,KPIR,1
KMMU,KFCI,2
K5W1,KGEG,4
KGRR,MI89,1
KDWH,KRBD,1
"0LA2",KBTR,1
VT25,KBED,2
"1MU2",KMCO,2
KTPA,"20II",3
KOAJ,K60J,1
KCEW,"5AL7",4
KFLL,"61MU",1
KSYR,KLAS,1
KTOA,KSBA,10
EGNV,ENGM,1
KWVI,KMOD,1
KMSP,KRAP,17
YELW,YMEN,2
KSHN,"20WA",1
LTFJ,EDDN,6
K00V,XA41,1
K2W6,KCXY,1
EGCC,LERS,15
CYYC,KDFW,13
KVAY,KOBI,2
KSBM,KMKE,5
EPWA,LIME,11
TS87,TS87,3
KORD,KNFJ,1
TJMZ,MDPC,1
KSFF,K43D,4
YPAD,YCPP,3
KCHN,KSPG,2
LFPG,LFKF,3
KVLL,K77G,1
KDNN,KMGY,1
KLEX,KANE,1
KVNY,KAUS,4
KADW,KPWM,3
K0B8,KBLM,1
KBOI,"1ID4",16
KSTE,"4MI6",1
KIND,KBUF,4
SD44,SD99,3
LFMP,LEBL,1
EGBE,EGCW,1
KXNA,KLAS,3
KDSM,KPTK,1
EDXY,EDHL,1
EDXT,EDGZ,1
LFST,LICJ,1
KEWK,KOMA,1
KUMP,"05IN",1
KBAK,KLAF,1
KPRC,KDEN,4
EGWU,LFPB,3
LPPR,LECO,1
LFQM,LSZG,1
YCOI,YBUN,2
"7MI7","5MI8",1
KFFZ,KONM,1
VA96,"4VA0",1
EGCK,EGOQ,2
KTIX,KFPR,2
KBWI,"40FL",1
CL36,"55OR",1
TS11,"0TS5",1
EDHF,EKFS,1
TBPB,MDLL,1
"5OH9",KCAK,2
KU42,UT41,3
KPNS,AL78,2
K2F5,KF56,1
KSAN,"06MO",1
PS68,KN14,1
KCEZ,KCAK,1
KXSA,KXLL,1
"2OK4",KGKY,1
KIXD,KMSP,1
KOMA,SD62,1
KCQX,CT11,1
KPTK,MI55,2
LEMG,EYKA,2
II34,"06IN",1
KAUS,KGYH,1
VA46,KAGC,1
KBJC,KSDF,1
CYXT,CYYC,2
NK27,KGVQ,1
KSGR,"65TA",2
KTPA,"22FA",1
YBMC,YSCO,1
EGPE,EGLF,2
KCIC,KO54,1
KSAN,KOPF,1
KPWK,KCHO,1
KFBL,KRGK,1
EDDS,LFRG,1
KBJC,KBED,1
ENVA,EGGP,1
KDEN,IA25,2
K84D,KRAP,3
YBAF,YMEN,1
KAPA,KDFW,2
KUMP,KI69,1
KCLE,PA21,1
KMKE,KUES,1
KPSM,RI11,1
KROA,GE11,1
ETNL,EDJA,2
EDSB,LFGJ,1
EPBY,EPZP,1
EPSY,LTAI,1
YGCR,YPEC,1
"7XS7",K3R9,1
KLAF,KCFJ,4
KCPK,KORF,2
KBJJ,"07MD",1
KPWK,KSRQ,1
KBDN,KAPC,3
LHBP,LDZD,1
"2PN5",KPHL,2
EYKL,EVLA,1
KSJT,"35TX",1
KHXF,KOSH,1
KOAK,K1O2,1
LKMT,LKFR,1
CYUL,CMN3,1
"31MA",KBOS,2
KMGM,K2R4,1
KS21,KUAO,2
"43MO",KLWC,1
KBMI,KFNL,1
CSN7,CZBM,1
KGKT,KGVL,1
KRNM,KSBP,1
KSUS,"91KS",1
"8MD0","2MD5",1
CA16,KPAO,1
KRZT,KMGY,1
KDAL,KOJC,2
CT36,KRUT,1
KDPA,"93LL",1
KSWI,TX03,1
KSVN,KHOP,1
KDAL,KROC,1
K9D9,KRMY,1
KPWA,"17OK",1
KAFW,KABI,1
"08XA","9XS9",3
"6XS9",KT19,1
EDDL,LFTW,1
KTMA,KVQQ,1
KODO,KPWA,1
KIMS,II54,2
KRME,KPSF,1
KLEX,FD83,1
KPWA,KLOU,1
KLGB,"81CA",1
EDMA,EDDW,1
EDDF,ESMH,1
"2PN5",KFCI,1
KDCA,K4D0,2
KPHX,KBFI,2
KAVQ,KSMO,1
"3AK4",AK18,1
KABE,"2MO1",1
KLHQ,KI86,2
KTEB,NY55,1
KCMA,KAVX,2
K6S2,KONP,1
EPWA,LEZL,3
KFGX,K27K,1
KTME,KOUN,1
KRAP,KRCA,1
KMQY,"6TE1",1
KJVY,"4KY5",1
EDDH,LFMD,3
"0TA4",KADS,1
KSAC,KO61,1
KUMP,KEZI,1
NC67,KFQD,1
KFAR,CYHU,1
LHSK,LHBS,1
KMEB,VA85,1
K1Q4,"8CA8",1
KOKC,KCOS,1
"83TX","90TX",1
EDCV,EDOI,1
KF70,KHMT,2
EHAM,LIRZ,1
KARB,KLAN,1
KECP,KSJT,1
TA01,KGKY,1
NZPM,NZHS,1
KGDW,"78VA",1
KBKV,FA40,1
KHOU,"0II9",1
KICL,"8WI1",1
LFGZ,LFNG,1
KPHN,"7OI5",1
KDET,"9OI7",2
KBNA,"59CN",1
KMDW,XS56,1
LFRG,LIML,1
KAIK,SC50,1
KPOU,KN69,1
"65CL",KO41,1
LFKP,LFLR,1
WA57,"51WT",1
IL38,KLOT,2
"6TA7","8TA7",1
KMSN,KLUK,1
"5LL5","5LL5",1
KAPA,"31KS",1
KPTW,KLOU,1
TS00,KTKI,1
KLXT,"7KS6",1
"03NY",KHPN,1
KRBD,"59TX",1
KDXR,K0B8,1
KCDW,KRKD,1
EDBU,EDHK,1
"7AL5",K1A4,1
KDSM,KCOS,1
ESGG,LGAV,1
"7FD6",FA35,1
KSOP,KN06,1
EDDW,EDLI,1
KROA,KSFB,1
KARR,"23KY",1
MI55,KYIP,1
KGKY,KFTY,1
"2WI6",KFLD,1
KTOL,SC42,1
NY09,KBED,1
LYBE,EGHH,1
LFRD,LFRF,1
KRBD,KVGT,1
"2II0","05IN",1
"6IL6","9IN4",1
EDDB,LBBG,1
K7N1,KELM,1
LFPN,LFPV,2
LEBL,HE12,1
EDRZ,EDMO,2
KDSV,KBFD,1
KMSN,KFKS,1
KSTS,CA35,1
K9F9,KOUN,1
CPT2,CME2,1
KCOE,"68ID",1
BIKF,CYTR,1
K44N,KN57,1
KF29,KBAK,1
MN63,KLVN,1
NJ52,KMNV,1
KDCA,K0A7,1
EGNM,LGSK,1
SN26,"2MO9",2
KMWO,KI74,1
KBIV,KAVL,1
KF82,"47XS",1
KNGP,TA17,1
KBTA,KK36,1
IL38,KPWK,2
KNIP,KSGJ,1
KDFW,"7FL7",2
CYCC,CPF3,1
KMIA,KUKF,1
KMDW,KMMU,1
KBLI,WA56,1
KERI,"02OI",1
KAFW,"3TE0",1
II05,"5MI2",1
YWLM,YMND,1
KRBD,KF10,2
KEIK,CO86,1
MD53,KNHK,2
KGSP,KDAB,1
II36,KTYQ,2
KSTE,KPAE,1
KHEF,"8MD0",1
KTDF,KOFP,1
EGNX,EGBG,2
KLEX,KAPA,1
KSMX,KBDN,1
K3DW,MO65,1
KRBD,KH34,1
KHHR,KLBB,1
"6CL9",KPAO,1
EGLM,EGTF,1
IN76,II19,1
EDVM,EDPO,1
TX43,KNFW,1
KTYQ,KGEZ,1
KDEN,KSGU,1
KUES,KLWM,1
KBTR,"65LA",2
"8GA6",GA53,1
KVNY,CA53,1
KOLM,"96WA",1
KCHS,KAGC,1
KLNK,KOGD,1
XA00,TX34,1
LGKR,ELLX,1
KMDW,"28OH",1
KMSY,KORL,1
EGCW,EGBT,1
MSSS,KMIA,1
KACK,KJYO,1
ESSA,LGSM,3
KBNL,KPDK,1
KSBD,KL35,1
KUES,KRAP,1
KPGV,SC65,1
MS90,"14MS",2
LKKB,LKMK,1
"6MN7",KJYG,1
LGKV,EKCH,1
CT01,CT01,1
"16FL",K82J,1
KSTP,"7MN4",1
RJSA,RKRB,2
KO61,KSNA,1
CNC3,CDG3,1
KMTN,"7NY8",1
LFRF,LFPF,1
KMGC,IN69,1
KTEB,"44PA",1
EDDH,LTFA,1
"5II2","24IN",1
EGLP,EG74,1
CSM3,CSB3,1
II43,KFRG,1
PA30,"9PA5",1
EDRK,LSZH,1
KTIX,KPIE,1
KJYO,KCHO,1
KSHV,KATA,1
LEPA,LFAS,1
KORL,FD09,1
TE55,XS25,1
EGTE,EGLA,1
"3NY5",KPHF,1
"2NY0",K20N,1
KCCR,KE16,1
"93LL","72IS",1
LSZB,LSGR,1
KLXL,MN20,1
EDFR,EDQB,3
KMKL,KHVC,1
KPDX,KRNT,1
KMDW,"2MI5",1
"64CT",K1B9,1
"3TX9",K9F9,1
KDAL,KUCY,1
KPWK,KEYQ,1
KCHA,KGRR,1
TN87,KGKT,1
"04CL",KNKX,1
"3XA8",K50F,1
K00C,KBDN,1
EPKK,EPKM,1
KCVN,"1TE0",1
KFTY,"1GE9",1
KNY2,KDAB,1
KM21,KM21,1
SN26,KOJC,1
KORF,"64NC",1
XS86,"53TX",1
FL27,FA83,1
KFOK,KAGC,1
KOFP,KPHL,1
KAEG,KCOS,1
"2OA5",KFRG,1
LGSM,EDDF,1
KAUS,KFSD,1
KALB,KBID,1
EDMQ,EDJA,1
TA43,KIWS,1
KUKT,PA86,1
EDFQ,EDLC,1
KPWA,"3OK5",1
EDTP,EDSR,1
OH36,OH17,1
KPVG,KBKL,1
KORF,KABE,1
GA53,KFTY,1
KLOU,KBLM,1
KOSU,"57OH",1
K10G,KBJJ,1
KTEB,"5NC3",1
"5WI8","7MI6",1
KOKV,KSLK,1
EDVI,EDVS,1
LIMJ,LJLJ,1
KBUF,"6MI0",1
EDDP,LEIB,1
VG42,KW78,1
K1K2,KOUN,2
KMVY,K44N,1
LIMC,K06C,1
EDRZ,LIRP,1
PA47,KLNS,1
EGCC,EDLR,1
CA76,"8CL1",1
"75IS",KUGN,1
KADG,KRNP,1
EDWM,EDXP,1
LFRQ,LSZH,1
KINT,"4II2",1
EDQA,EDFJ,1
CYSB,CYXR,1
KDSM,KRBD,1
KOQN,KN47,1
K7V9,KCOS,1
"54CL",KFUL,1
"0TA4","6TA3",1
LCPH,LMML,1
"8NC8",KTDF,1
RI20,"6IL5",1
KRDU,KAPA,1
LEBL,DA14,1
KPTK,CPN8,1
"3IN6",KYIP,1
KCRP,"65TA",2
KLAN,K0M5,1
KHPN,CT13,1
KXFL,KMKG,1
KAMN,KMDW,1
KARR,"06IL",1
NJ47,KMMU,2
KFTW,"6TA7",1
KDPA,KJXN,1
"00AK","00AK",1
EGND,EGCJ,1
EGPH,EGPE,1
PS82,DE11,1
KAGC,KFFT,1
KPHX,"1MU2",1
KPUW,KBJC,1
KJQF,K9A1,1
KC91,KANQ,1
KHXF,KVIQ,1
KEMT,KSQL,1
KAKH,"4VA3",1
EDQG,LFMN,1
LSZA,LIRU,1
EDSB,LSGG,1
KDTO,K5F0,1
K06C,"62IA",1
KBID,KN12,1
KCOS,KFCM,1
KLGB,KBFL,1
"66MI",KIAD,1
"08NY","08NY",1
KCLT,"4OI8",1
"78VA",KERI,1
"44IS",KTAZ,1
KAFK,"4IA8",1
CYLS,"2MI5",1
KI23,NC63,1
EDDF,CYEG,1
KCPS,"61LL",1
KFFC,"33GA",1
AL12,K08A,1
KT82,"7TA0",1
"82IN",KDEC,1
KMWA,KDCA,1
LPMA,LEZL,1
TA55,"2XA5",1
KCLT,"6TN7",1
KPVW,KSGF,1
OI62,"29OH",1
CYUL,KPBG,1
KPIT,KERI,1
KJFK,KLDJ,1
"2IN5",KHAO,1
EDFH,LICZ,1
EDWO,ETHE,1
KIAD,"4TN4",1
KRBD,"0TX8",1
LFMY,LFBD,1
EGLS,EGDJ,1
KHYA,"5MA3",1
KHVC,"49II",1
KBFI,CYXX,1
KSEE,KCHD,1
CLC2,CPS4,1
SC39,KGMU,1
KK81,"6OH6",1
KTPA,KJQF,1
TS01,KT15,1
KGMU,"3GA7",1
KLNS,"6PA9",1
KCIC,KTOA,1
LFGZ,LFHY,1
K2F5,KLLN,1
EDFB,EDKB,1
KBKL,KJWN,1
KPOU,KSCH,1
KHEF,KJWN,1
KE98,"1TA5",1
ID27,KBTF,1
"33GA",NC08,1
KFAY,NC72,1
EGWN,EGLM,1
KGDJ,KTTN,1
KMAF,KVNY,1
KBAK,KCEV,5
KASH,KASH,182
MY89,KSTP,2
"5II9","5II9",13
KLGA,KMDW,47
SAEZ,SBGR,12
EPKK,LKPR,3
EGGW,LFPB,19
KPWK,II53,1
SBVT,SBMT,35
EGLL,LFML,25
KTZR,"2OH8",3
KBAZ,TE85,3
CYYZ,CRK2,51
LGMK,EGKK,9
EHDR,EDWQ,1
EDMY,EDNX,4
VIDP,VIAR,53
KDPA,"4LL8",12
PAEI,PAFA,1
KPDK,KPDK,176
KSEA,KDFW,101
CYYZ,CYUL,175
EDDM,VOBL,3
LPPR,EPWR,2
KJFK,KJFK,128
KPDK,KCGF,2
KAGS,KMIA,1
KCHO,CYVV,1
LSZC,LSZC,18
KLGA,KY70,6
PANC,KMIA,39
LOWG,LOGT,3
AZ05,KGEU,2
"62IA",KDBQ,1
KCLT,KCAK,26
VG10,KCLT,12
KATL,"61GA",21
KDFW,CT29,2
EGSS,EDDW,7
YBCG,YBCG,76
KSFM,KSFM,81
KSBD,KRIR,5
NZCX,NZAA,5
KSFO,EGLL,49
RJOY,RJOY,16
KWBW,"9PA2",1
KPHX,KSTL,41
KSMO,KSFO,3
KLAS,KIND,11
EGBB,EHAM,46
LBBG,LHBP,3
VHHH,YBBN,9
KBOS,TXKF,13
KSAN,KSLC,51
KOPF,"4MO4",1
KORF,KIAD,32
KCON,KIAD,1
CLA5,CYYC,2
SBBT,SBSR,1
EDDW,EDDM,35
EHAM,EDDL,34
RKSI,VTBS,60
KSTL,KMSP,45
LGRP,LFPO,8
EDWG,EDXB,1
LTFJ,LKPR,8
K0W3,K0W3,103
K3Y3,K3Y3,10
KFTG,"9CO2",11
KPGV,KBOW,1
KSBM,KFRG,2
KSRQ,KRYY,1
KALN,KLOT,3
KDTW,"26MI",2
KSGR,KDZB,2
"09NR",KIGX,1
CKA8,CKJ7,1
K81B,K81B,7
MDJB,MDSI,6
KATL,KPDX,19
KOMA,KISM,2
EBMB,EDDB,20
LYBE,LTFM,25
NZAA,KSFO,11
OR28,KCVO,3
EGPH,LPFR,13
WSSS,RCTP,74
KDPA,KBNA,3
KNUQ,KL22,1
KDTW,SC58,7
KBWI,AL16,4
EDWR,EDWR,4
KN06,DE07,1
KSAC,CA03,2
KMJX,KANP,1
KDEN,NE42,20
SPJC,KEWR,7
KPGV,KCLT,20
KNKX,KGEG,1
KGKY,KFYV,1
KMSP,KMIA,21
RCMQ,RKSW,1
KBRD,"67MN",1
KDCA,KIND,18
KIAD,KMCO,29
KAVQ,KCHD,3
KEWR,KCVG,57
KBFI,KORS,48
LFPT,LFMP,1
LSZH,LTFM,20
KFLD,KHPN,1
KVGT,KFFZ,4
EGGW,EGGW,11
KSCK,KSCK,67
TX45,TA03,1
EBAW,EGPE,1
LLBG,LEBL,17
VHHH,YSSY,41
KNFW,KLAW,1
"2NC1",KJQF,3
KDAL,"2TX6",16
LEMG,LOWW,21
"4TS8","02XS",2
CKF6,CKF6,3
FAPE,FACT,26
ESKN,LEMG,1
EGSS,LKMT,3
KXNA,KLGA,21
KSRQ,KTPF,2
KPDX,"5WA7",3
TE62,"86TX",1
BIKF,KDTW,9
KPDK,KVNY,3
LFKJ,LFMN,20
LSZH,OMDB,17
LKPR,LOWW,25
UGTB,LTFE,1
K5W4,"94NC",4
LDDU,LOWW,7
SBMT,SABE,4
LKPR,LIRA,2
KROC,KIAD,31
KIND,K4I7,2
KPVF,KSAC,1
KTHV,KHPN,5
ENBR,ENUL,4
KUMP,"37IN",1
LEMD,CYUL,9
LOWG,LOXZ,2
LOAG,LOLE,1
LFRN,EGGW,1
KSMO,KOXR,12
KBFI,KBVS,5
KSEA,KSEA,14
KTRK,KSAC,2
CL36,KEDU,1
KORL,FL66,2
CYQT,CPN8,3
"14MI",KVLL,1
KVNY,EFHK,1
KONT,KBFI,4
AK28,PAFA,4
"8PN0",KBWI,1
KDCA,KPIT,7
KI68,KTZR,1
SABE,SCHC,4
LFPG,SAEZ,7
EDDF,RKSI,9
RJOO,RJFF,24
PANC,RKSW,2
LFRF,LFRF,29
EDDR,LEPA,13
KMGY,KK62,1
LFPG,KPHL,5
LFLL,LOWW,1
KSLC,EGLL,4
SBSP,SBAF,10
LFPO,LFML,37
KSCK,KVUO,1
KBDR,KN69,3
KRFD,"8TN1",1
KPIE,"1FA1",3
KSYR,KIAD,16
KD95,KPTK,17
PN02,"56OH",1
KDTW,CYUL,35
LPPR,LLSD,1
"5CT7",KSNC,4
UGTB,UGTB,12
MO36,"0LL3",1
KHAO,GA20,1
KE77,KCHD,1
LTAI,EBBR,8
KSJC,KEWR,2
KSLC,KMKE,9
KMPR,VG43,1
CYVR,KMSP,15
KGWW,"7NC3",3
KINT,"6NC8",5
EDDS,LDZL,2
KCMA,KPVU,1
CYVV,CNY3,3
LSZH,KBOS,15
EHAM,KSFO,13
KPIT,KDEN,24
KDEN,KTZT,14
KFTY,"18AR",1
YMEN,YOLA,8
CYQB,CYWG,1
KCOS,KFFZ,1
KPRO,KPRO,35
CYCC,CYSH,1
KVTA,OH36,1
KDMW,"05PS",3
FD48,KSFB,1
KSNC,CT42,2
"33OH","0OH9",2
LFAD,LFPV,1
LBWN,LTFM,2
KFFZ,"42AZ",2
KAPC,KO69,5
KAPC,"60CL",1
KSAN,KAPC,4
KATL,NC03,29
EVRA,LIRF,5
KLBB,K9X1,10
KEWR,NC03,10
KOGD,ID04,1
NK04,KNY2,2
KMOD,KO27,5
OR28,KTMK,2
KPHL,KBDL,10
KHOU,KSAV,1
KERV,KILE,2
K3G3,KMTN,1
KLUD,KOUN,1
CSJ4,CYHU,1
YDNR,YBBA,1
KSDF,CT19,2
KHIO,OG16,1
KDAY,"9TN7",1
KABQ,KADW,3
CYYG,CCY4,2
KMCO,SPOL,1
KEUG,KSJC,5
KGTU,KRBD,2
"7IS7",KAGC,1
KFTG,KAFF,4
KNFW,KMSN,1
KILN,KBAF,2
KFNL,KRFD,4
KDFW,EIDW,7
LIML,EGLL,29
CYRQ,CYND,1
ESGG,LHBP,3
"1GA0","27AL",1
"1PA5","00PN",4
LJLJ,LFMD,3
VOTP,VIDP,9
K3N6,KCDW,2
LFDL,LFCT,1
KSAV,KDCU,1
KPWM,KMDT,1
"4OK6",KGOK,1
LHBP,EKBI,4
KAUN,ID44,1
KLAX,OG30,3
EIDW,LFML,8
KMIA,KSAV,8
"5TX0",KSWI,1
LFHC,LIRF,14
"80CO",CO54,1
KASW,KC65,1
KNUQ,KSNA,3
LEMD,EBLG,3
EGTO,EGUP,1
RKSI,EHAM,7
KCEF,KCEF,1
KTKI,KHQZ,5
KORD,"45II",1
KIND,IN43,2
KSSF,KILE,1
LTAI,LPPR,1
EKCH,EDDK,6
KVQQ,"83FL",1
LFPO,LIMC,14
"8KY3",KI68,1
LHBP,LGTS,7
LIME,LEAL,12
TS01,XA47,2
LBSF,EHAM,7
KBPG,K7T7,1
"5IN5",IN11,1
KGNC,KGNC,8
"19AZ",KCGZ,1
CYYJ,KBFI,7
KEZF,KW32,6
KMBS,"77XS",1
EBMB,LFPB,2
EDSB,LBWV,1
KPDX,KVNY,3
BIRK,BIVM,2
KMSY,KMSP,9
"00KS",SN59,7
EGNX,EGPD,5
KHPN,KGHG,1
KUGN,KLEB,2
EGNH,EGCK,3
LSZR,LOWW,12
"88PA",KMSP,3
II18,KCFJ,1
KTGC,KJWN,1
KHWV,KFRG,10
FA37,"7FL3",1
EHAM,MMUN,1
LIME,LTFJ,19
EDML,EDDN,1
KGMU,"0GA2",2
KMKS,KCHS,35
LSZH,EVRA,6
KSSF,"6XS9",4
KBLM,KAGC,2
EGLL,ENZV,6
NY92,K0G7,1
KUAO,KBDN,6
WN24,KS48,1
KCLT,TN62,16
CYBW,CYEG,1
SPST,SPOL,3
"5OH9",KAKR,1
KBWI,PANC,1
LPFR,EPKK,3
"67CA",KSJC,1
KBWI,ETAR,3
LEJR,LEMD,5
LPPT,EDDH,18
EGTO,EGTO,31
KLAX,"7PS7",1
KSGJ,"1LA1",1
K00M,IL16,1
"0WA1",KPWT,1
"5TS4",KFTW,1
"7IN7",K2R2,1
LIRA,EGLF,4
LFBF,LFML,2
"3PN3",KN13,1
KCEU,KGMU,2
KFCM,"6MN8",2
LIEA,EDRN,1
KHDN,KTPA,1
KRIV,KTOA,1
KTOA,KL65,1
KBDL,CYHU,10
NZOP,NZOP,5
LOWW,LFRN,1
LEMD,VHHH,1
KAUS,KPVU,4
LFBO,LFBO,23
K9D4,KRDG,4
KBMI,KSLC,2
YPPH,YPJT,14
